,Tuple,Count,Start X,Start Y,End X,End Y
269,"(40.78362, -73.96465, 40.78364, -73.96473)",13,40.78362,-73.96465,40.78364,-73.96473
270,"(40.77443, -73.96891, 40.77469, -73.96866)",27,40.77443,-73.96891,40.77469,-73.96866
271,"(40.75063, -73.9787, 40.75067, -73.97867)",2,40.75063,-73.9787,40.75067,-73.97867
272,"(40.75055, -73.93953, 40.75051, -73.93944)",1,40.75055,-73.93953,40.75051,-73.93944
273,"(40.78112, -73.96161, 40.78115, -73.96169)",13,40.78112,-73.96161,40.78115,-73.96169
274,"(40.74142, -73.9549, 40.74142, -73.95482)",1,40.74142,-73.9549,40.74142,-73.95482
275,"(40.72981, -73.98868, 40.72992, -73.98894)",324,40.72981,-73.98868,40.72992,-73.98894
276,"(40.72111, -74.01224, 40.72109, -74.01225)",1622,40.72111,-74.01224,40.72109,-74.01225
277,"(40.77883, -73.95808, 40.77947, -73.95761)",5,40.77883,-73.95808,40.77947,-73.95761
278,"(40.70955, -73.96122, 40.7097, -73.96163)",30,40.70955,-73.96122,40.7097,-73.96163
279,"(40.76194, -73.96027, 40.76179, -73.96038)",139,40.76194,-73.96027,40.76179,-73.96038
280,"(40.71791, -73.9534, 40.71846, -73.95281)",28,40.71791,-73.9534,40.71846,-73.95281
281,"(40.71669, -73.98338, 40.71665, -73.98326)",96,40.71669,-73.98338,40.71665,-73.98326
282,"(40.70704, -73.96437, 40.70704, -73.96437)",7,40.70704,-73.96437,40.70704,-73.96437
283,"(40.7335, -73.98985, 40.7336, -73.99008)",269,40.7335,-73.98985,40.7336,-73.99008
284,"(40.72716, -74.00555, 40.72656, -74.00565)",13,40.72716,-74.00555,40.72656,-74.00565
285,"(40.7736, -73.97626, 40.77351, -73.9763)",284,40.7736,-73.97626,40.77351,-73.9763
286,"(40.71548, -73.99523, 40.71577, -73.99533)",1,40.71548,-73.99523,40.71577,-73.99533
287,"(40.76629, -73.97256, 40.76635, -73.97258)",52,40.76629,-73.97256,40.76635,-73.97258
288,"(40.7326, -73.97412, 40.73263, -73.97413)",3,40.7326,-73.97412,40.73263,-73.97413
289,"(40.75899, -73.95861, 40.75917, -73.95904)",385,40.75899,-73.95861,40.75917,-73.95904
290,"(40.76365, -73.9777, 40.76365, -73.9777)",197,40.76365,-73.9777,40.76365,-73.9777
291,"(40.70692, -73.95408, 40.70692, -73.95408)",7,40.70692,-73.95408,40.70692,-73.95408
292,"(40.71539, -74.00263, 40.71559, -74.00302)",164,40.71539,-74.00263,40.71559,-74.00302
293,"(40.68212, -73.95366, 40.68255, -73.95001)",1,40.68212,-73.95366,40.68255,-73.95001
294,"(40.7378, -74.00007, 40.73776, -73.99999)",77,40.7378,-74.00007,40.73776,-73.99999
295,"(40.69788, -73.97076, 40.69783, -73.96973)",18,40.69788,-73.97076,40.69783,-73.96973
296,"(40.72135, -73.99219, 40.72125, -73.99223)",680,40.72135,-73.99219,40.72125,-73.99223
297,"(40.71111, -73.9796, 40.71107, -73.97972)",3,40.71111,-73.9796,40.71107,-73.97972
298,"(40.74396, -73.98369, 40.74396, -73.98369)",79,40.74396,-73.98369,40.74396,-73.98369
299,"(40.75655, -73.95341, 40.75647, -73.95322)",116,40.75655,-73.95341,40.75647,-73.95322
300,"(40.73689, -73.97497, 40.73702, -73.97489)",5,40.73689,-73.97497,40.73702,-73.97489
301,"(40.75571, -73.99465, 40.75571, -73.99465)",1245,40.75571,-73.99465,40.75571,-73.99465
302,"(40.72148, -73.97426, 40.72173, -73.97423)",265,40.72148,-73.97426,40.72173,-73.97423
303,"(40.71263, -73.9549, 40.71259, -73.95494)",1,40.71263,-73.9549,40.71259,-73.95494
304,"(40.77178, -73.96754, 40.77147, -73.96776)",29,40.77178,-73.96754,40.77147,-73.96776
305,"(40.73563, -74.00506, 40.7353, -74.00497)",707,40.73563,-74.00506,40.7353,-74.00497
306,"(40.69947, -73.9687, 40.69947, -73.9687)",1,40.69947,-73.9687,40.69947,-73.9687
307,"(40.7783, -73.98883, 40.77835, -73.9888)",94,40.7783,-73.98883,40.77835,-73.9888
308,"(40.70004, -73.99697, 40.69999, -73.99696)",33,40.70004,-73.99697,40.69999,-73.99696
309,"(40.77969, -73.98884, 40.77964, -73.98887)",161,40.77969,-73.98884,40.77964,-73.98887
310,"(40.73194, -73.98188, 40.73223, -73.98167)",103,40.73194,-73.98188,40.73223,-73.98167
311,"(40.71136, -73.979, 40.71129, -73.97914)",3,40.71136,-73.979,40.71129,-73.97914
312,"(40.71528, -74.01354, 40.71522, -74.01321)",198,40.71528,-74.01354,40.71522,-74.01321
313,"(40.69626, -73.98039, 40.69619, -73.9804)",118,40.69626,-73.98039,40.69619,-73.9804
314,"(40.71299, -73.94518, 40.71309, -73.94414)",13,40.71299,-73.94518,40.71309,-73.94414
315,"(40.76287, -73.98741, 40.76276, -73.9872)",32,40.76287,-73.98741,40.76276,-73.9872
316,"(40.69969, -73.98441, 40.69978, -73.98451)",1,40.69969,-73.98441,40.69978,-73.98451
317,"(40.71873, -73.98905, 40.71849, -73.98824)",40,40.71873,-73.98905,40.71849,-73.98824
318,"(40.72171, -74.00511, 40.72181, -74.00523)",32,40.72171,-74.00511,40.72181,-74.00523
319,"(40.71651, -74.0033, 40.71687, -74.00404)",56,40.71651,-74.0033,40.71687,-74.00404
320,"(40.71133, -74.00436, 40.71135, -74.00434)",20,40.71133,-74.00436,40.71135,-74.00434
321,"(40.69587, -73.98224, 40.69591, -73.98214)",15,40.69587,-73.98224,40.69591,-73.98214
322,"(40.77629, -73.95993, 40.77629, -73.95993)",4,40.77629,-73.95993,40.77629,-73.95993
323,"(40.71369, -73.99462, 40.71347, -73.9973)",45,40.71369,-73.99462,40.71347,-73.9973
324,"(40.7845, -73.96956, 40.78447, -73.96951)",21,40.7845,-73.96956,40.78447,-73.96951
325,"(40.67989, -73.95826, 40.68035, -73.96036)",1,40.67989,-73.95826,40.68035,-73.96036
326,"(40.75576, -73.97923, 40.75604, -73.97902)",37,40.75576,-73.97923,40.75604,-73.97902
327,"(40.71282, -73.95701, 40.7133, -73.95836)",49,40.71282,-73.95701,40.7133,-73.95836
328,"(40.76995, -73.99167, 40.76964, -73.99191)",90,40.76995,-73.99167,40.76964,-73.99191
329,"(40.78449, -73.96708, 40.78452, -73.96699)",4,40.78449,-73.96708,40.78452,-73.96699
330,"(40.73692, -74.00594, 40.73696, -74.00638)",155,40.73692,-74.00594,40.73696,-74.00638
331,"(40.75565, -73.99577, 40.75565, -73.99576)",37,40.75565,-73.99577,40.75565,-73.99576
332,"(40.74546, -73.97539, 40.74516, -73.97561)",1312,40.74546,-73.97539,40.74516,-73.97561
333,"(40.75091, -73.99816, 40.75104, -73.99807)",350,40.75091,-73.99816,40.75104,-73.99807
334,"(40.69793, -73.9738, 40.69795, -73.97424)",32,40.69793,-73.9738,40.69795,-73.97424
335,"(40.77747, -73.95085, 40.77744, -73.95076)",37,40.77747,-73.95085,40.77744,-73.95076
336,"(40.68889, -73.96004, 40.68815, -73.9599)",9,40.68889,-73.96004,40.68815,-73.9599
337,"(40.68927, -74.01241, 40.68866, -74.01288)",1,40.68927,-74.01241,40.68866,-74.01288
338,"(40.75792, -73.99546, 40.75793, -73.99548)",23,40.75792,-73.99546,40.75793,-73.99548
339,"(40.73584, -73.97482, 40.73561, -73.9748)",5,40.73584,-73.97482,40.73561,-73.9748
340,"(40.66191, -73.99284, 40.6617, -73.99306)",1,40.66191,-73.99284,40.6617,-73.99306
341,"(40.73129, -73.97791, 40.73138, -73.97817)",11,40.73129,-73.97791,40.73138,-73.97817
342,"(40.75418, -74.00313, 40.75383, -74.00338)",53,40.75418,-74.00313,40.75383,-74.00338
343,"(40.69989, -73.94989, 40.69987, -73.94992)",5,40.69989,-73.94989,40.69987,-73.94992
344,"(40.69744, -73.99289, 40.69746, -73.99297)",58,40.69744,-73.99289,40.69746,-73.99297
345,"(40.76016, -73.9617, 40.76018, -73.96174)",126,40.76016,-73.9617,40.76018,-73.96174
346,"(40.73981, -74.00998, 40.73984, -74.00998)",934,40.73981,-74.00998,40.73984,-74.00998
347,"(40.69627, -73.99903, 40.6963, -73.99903)",1,40.69627,-73.99903,40.6963,-73.99903
348,"(40.70421, -74.00882, 40.70465, -74.00814)",112,40.70421,-74.00882,40.70465,-74.00814
349,"(40.74386, -73.97151, 40.7438, -73.97155)",72,40.74386,-73.97151,40.7438,-73.97155
350,"(40.7064, -74.00458, 40.70673, -74.00492)",122,40.7064,-74.00458,40.70673,-74.00492
351,"(40.75189, -74.008, 40.75164, -74.0081)",2,40.75189,-74.008,40.75164,-74.0081
352,"(40.766, -73.96742, 40.76608, -73.96763)",2,40.766,-73.96742,40.76608,-73.96763
353,"(40.75087, -73.94024, 40.75086, -73.94021)",1,40.75087,-73.94024,40.75086,-73.94021
354,"(40.71159, -74.01218, 40.71151, -74.0122)",7,40.71159,-74.01218,40.71151,-74.0122
355,"(40.7037, -74.01439, 40.70421, -74.0143)",33,40.7037,-74.01439,40.70421,-74.0143
356,"(40.7433, -73.97387, 40.74309, -73.97401)",186,40.7433,-73.97387,40.74309,-73.97401
357,"(40.78068, -73.9859, 40.78069, -73.9859)",110,40.78068,-73.9859,40.78069,-73.9859
358,"(40.7726, -73.97689, 40.77254, -73.97691)",22,40.7726,-73.97689,40.77254,-73.97691
359,"(40.78185, -73.97559, 40.78195, -73.97548)",90,40.78185,-73.97559,40.78195,-73.97548
360,"(40.72038, -73.94484, 40.72036, -73.94485)",1,40.72038,-73.94484,40.72036,-73.94485
361,"(40.75229, -73.98971, 40.75291, -73.98925)",111,40.75229,-73.98971,40.75291,-73.98925
362,"(40.72223, -74.00668, 40.72228, -74.00668)",7,40.72223,-74.00668,40.72228,-74.00668
363,"(40.71642, -73.98838, 40.71616, -73.98755)",151,40.71642,-73.98838,40.71616,-73.98755
364,"(40.71741, -73.98787, 40.71741, -73.98787)",15,40.71741,-73.98787,40.71741,-73.98787
365,"(40.71049, -73.98658, 40.71025, -73.98654)",30,40.71049,-73.98658,40.71025,-73.98654
366,"(40.72612, -73.99842, 40.72575, -73.99767)",1,40.72612,-73.99842,40.72575,-73.99767
367,"(40.73832, -73.98059, 40.73789, -73.9809)",1284,40.73832,-73.98059,40.73789,-73.9809
368,"(40.7522, -73.98183, 40.75231, -73.9821)",161,40.7522,-73.98183,40.75231,-73.9821
369,"(40.70154, -73.98674, 40.70242, -73.98669)",72,40.70154,-73.98674,40.70242,-73.98669
370,"(40.70383, -73.98893, 40.70383, -73.98892)",13,40.70383,-73.98893,40.70383,-73.98892
371,"(40.7449, -73.97057, 40.74499, -73.9705)",94,40.7449,-73.97057,40.74499,-73.9705
372,"(40.75372, -73.97586, 40.75376, -73.97582)",8,40.75372,-73.97586,40.75376,-73.97582
373,"(40.72442, -74.00596, 40.7244, -74.00585)",28,40.72442,-74.00596,40.7244,-74.00585
374,"(40.75166, -73.99432, 40.75151, -73.99395)",55,40.75166,-73.99432,40.75151,-73.99395
375,"(40.7108, -73.95281, 40.71084, -73.95241)",119,40.7108,-73.95281,40.71084,-73.95241
376,"(40.7132, -73.9839, 40.7132, -73.9839)",14,40.7132,-73.9839,40.7132,-73.9839
377,"(40.77367, -73.97086, 40.77366, -73.97078)",297,40.77367,-73.97086,40.77366,-73.97078
378,"(40.72974, -74.00923, 40.73044, -74.00909)",51,40.72974,-74.00923,40.73044,-74.00909
379,"(40.73406, -73.97769, 40.73392, -73.97735)",293,40.73406,-73.97769,40.73392,-73.97735
380,"(40.78457, -73.96677, 40.78458, -73.96668)",4,40.78457,-73.96677,40.78458,-73.96668
381,"(40.71434, -74.00261, 40.71428, -74.00265)",75,40.71434,-74.00261,40.71428,-74.00265
382,"(40.7206, -74.00835, 40.72061, -74.00839)",5,40.7206,-74.00835,40.72061,-74.00839
383,"(40.7012, -74.01236, 40.7012, -74.01236)",619,40.7012,-74.01236,40.7012,-74.01236
384,"(40.70197, -74.01401, 40.70202, -74.01399)",105,40.70197,-74.01401,40.70202,-74.01399
385,"(40.72698, -74.00301, 40.72708, -74.00293)",152,40.72698,-74.00301,40.72708,-74.00293
386,"(40.7817, -73.9714, 40.78173, -73.9714)",1,40.7817,-73.9714,40.78173,-73.9714
387,"(40.70978, -74.01454, 40.70979, -74.01457)",7,40.70978,-74.01454,40.70979,-74.01457
388,"(40.7415, -73.95198, 40.7416, -73.95195)",130,40.7415,-73.95198,40.7416,-73.95195
389,"(40.69825, -73.98054, 40.69829, -73.98055)",133,40.69825,-73.98054,40.69829,-73.98055
390,"(40.67977, -73.9583, 40.67905, -73.95858)",1,40.67977,-73.9583,40.67905,-73.95858
391,"(40.72654, -73.94837, 40.72633, -73.94904)",28,40.72654,-73.94837,40.72633,-73.94904
392,"(40.74639, -73.98177, 40.74639, -73.98177)",144,40.74639,-73.98177,40.74639,-73.98177
393,"(40.72617, -73.98383, 40.72606, -73.98354)",111,40.72617,-73.98383,40.72606,-73.98354
394,"(40.74338, -73.98616, 40.74383, -73.98721)",15,40.74338,-73.98616,40.74383,-73.98721
395,"(40.71004, -73.96229, 40.70994, -73.96232)",45,40.71004,-73.96229,40.70994,-73.96232
396,"(40.74324, -73.97188, 40.74325, -73.97191)",2,40.74324,-73.97188,40.74325,-73.97191
397,"(40.75061, -73.9789, 40.75065, -73.97887)",34,40.75061,-73.9789,40.75065,-73.97887
398,"(40.73941, -74.00645, 40.73941, -74.00645)",123,40.73941,-74.00645,40.73941,-74.00645
399,"(40.6826, -73.95596, 40.68286, -73.95381)",15,40.6826,-73.95596,40.68286,-73.95381
400,"(40.7495, -73.97539, 40.74939, -73.97547)",85,40.7495,-73.97539,40.74939,-73.97547
401,"(40.72238, -73.97662, 40.72244, -73.97676)",38,40.72238,-73.97662,40.72244,-73.97676
402,"(40.69501, -73.98863, 40.69495, -73.98863)",1,40.69501,-73.98863,40.69495,-73.98863
403,"(40.71662, -73.95279, 40.71736, -73.95399)",2,40.71662,-73.95279,40.71736,-73.95399
404,"(40.72925, -73.97161, 40.72914, -73.97157)",1,40.72925,-73.97161,40.72914,-73.97157
405,"(40.75722, -73.97407, 40.7573, -73.97427)",2,40.75722,-73.97407,40.7573,-73.97427
406,"(40.73461, -73.95255, 40.73459, -73.95253)",4,40.73461,-73.95255,40.73459,-73.95253
407,"(40.71714, -74.0029, 40.71708, -74.00279)",27,40.71714,-74.0029,40.71708,-74.00279
408,"(40.75538, -73.97744, 40.75571, -73.9772)",26,40.75538,-73.97744,40.75571,-73.9772
409,"(40.703, -73.94586, 40.7034, -73.94592)",3,40.703,-73.94586,40.7034,-73.94592
410,"(40.78504, -73.98294, 40.78504, -73.9829)",4,40.78504,-73.98294,40.78504,-73.9829
411,"(40.71757, -74.01333, 40.71756, -74.01332)",386,40.71757,-74.01333,40.71756,-74.01332
412,"(40.75293, -73.96402, 40.752, -73.96489)",2,40.75293,-73.96402,40.752,-73.96489
413,"(40.72331, -73.99938, 40.72342, -73.9996)",145,40.72331,-73.99938,40.72342,-73.9996
414,"(40.78355, -73.96468, 40.78352, -73.96458)",21,40.78355,-73.96468,40.78352,-73.96458
415,"(40.75831, -74.00014, 40.75868, -73.99984)",24,40.75831,-74.00014,40.75868,-73.99984
416,"(40.69284, -73.99082, 40.69253, -73.99099)",6,40.69284,-73.99082,40.69253,-73.99099
417,"(40.76016, -73.96158, 40.76024, -73.96151)",724,40.76016,-73.96158,40.76024,-73.96151
418,"(40.75047, -73.94584, 40.75057, -73.94576)",2,40.75047,-73.94584,40.75057,-73.94576
419,"(40.76242, -73.97859, 40.7626, -73.97907)",54,40.76242,-73.97859,40.7626,-73.97907
420,"(40.73061, -73.97414, 40.73059, -73.97416)",174,40.73061,-73.97414,40.73059,-73.97416
421,"(40.75026, -73.97915, 40.75075, -73.98031)",285,40.75026,-73.97915,40.75075,-73.98031
422,"(40.70282, -73.98855, 40.7027, -73.98853)",5,40.70282,-73.98855,40.7027,-73.98853
423,"(40.71769, -73.97494, 40.71776, -73.97492)",110,40.71769,-73.97494,40.71776,-73.97492
424,"(40.71157, -74.01577, 40.71154, -74.01573)",16,40.71157,-74.01577,40.71154,-74.01573
425,"(40.72046, -73.95269, 40.71978, -73.95345)",120,40.72046,-73.95269,40.71978,-73.95345
426,"(40.69152, -73.99913, 40.69151, -73.99911)",6,40.69152,-73.99913,40.69151,-73.99911
427,"(40.71792, -73.9856, 40.7179, -73.98557)",8,40.71792,-73.9856,40.7179,-73.98557
428,"(40.75307, -73.98355, 40.75304, -73.98357)",2,40.75307,-73.98355,40.75304,-73.98357
429,"(40.77561, -73.96042, 40.77569, -73.9606)",25,40.77561,-73.96042,40.77569,-73.9606
430,"(40.7191, -73.98974, 40.71898, -73.98936)",4,40.7191,-73.98974,40.71898,-73.98936
431,"(40.75496, -73.98441, 40.75485, -73.98412)",206,40.75496,-73.98441,40.75485,-73.98412
432,"(40.72319, -73.95251, 40.72319, -73.95251)",14,40.72319,-73.95251,40.72319,-73.95251
433,"(40.78609, -73.97728, 40.7864, -73.97799)",77,40.78609,-73.97728,40.7864,-73.97799
434,"(40.78447, -73.98425, 40.78453, -73.98417)",4,40.78447,-73.98425,40.78453,-73.98417
435,"(40.73164, -73.99913, 40.73211, -73.99873)",200,40.73164,-73.99913,40.73211,-73.99873
436,"(40.68567, -73.97282, 40.68549, -73.97238)",15,40.68567,-73.97282,40.68549,-73.97238
437,"(40.74737, -73.9761, 40.74738, -73.97613)",36,40.74737,-73.9761,40.74738,-73.97613
438,"(40.72288, -73.98855, 40.72299, -73.98853)",999,40.72288,-73.98855,40.72299,-73.98853
439,"(40.73703, -73.98655, 40.73703, -73.98655)",57,40.73703,-73.98655,40.73703,-73.98655
440,"(40.72766, -74.0111, 40.72766, -74.0111)",349,40.72766,-74.0111,40.72766,-74.0111
441,"(40.76004, -73.9572, 40.76003, -73.95724)",385,40.76004,-73.9572,40.76003,-73.95724
442,"(40.72973, -74.00236, 40.72974, -74.00239)",4,40.72973,-74.00236,40.72974,-74.00239
443,"(40.74177, -74.00489, 40.74194, -74.00477)",100,40.74177,-74.00489,40.74194,-74.00477
444,"(40.70779, -74.00029, 40.70782, -74.00022)",87,40.70779,-74.00029,40.70782,-74.00022
445,"(40.76154, -73.96267, 40.76147, -73.9625)",7,40.76154,-73.96267,40.76147,-73.9625
446,"(40.74775, -73.97125, 40.7482, -73.9723)",11,40.74775,-73.97125,40.7482,-73.9723
447,"(40.69369, -73.9843, 40.6937, -73.9843)",1,40.69369,-73.9843,40.6937,-73.9843
448,"(40.72409, -73.9927, 40.7242, -73.99301)",15,40.72409,-73.9927,40.7242,-73.99301
449,"(40.77538, -73.98772, 40.77538, -73.98772)",3,40.77538,-73.98772,40.77538,-73.98772
450,"(40.71627, -73.99601, 40.7163, -73.99612)",89,40.71627,-73.99601,40.7163,-73.99612
451,"(40.72775, -73.95724, 40.72728, -73.95718)",149,40.72775,-73.95724,40.72728,-73.95718
452,"(40.75447, -74.00664, 40.75457, -74.00656)",5,40.75447,-74.00664,40.75457,-74.00656
453,"(40.68406, -73.94978, 40.68438, -73.94702)",1,40.68406,-73.94978,40.68438,-73.94702
454,"(40.72553, -74.00406, 40.72555, -74.00457)",40,40.72553,-74.00406,40.72555,-74.00457
455,"(40.78097, -73.96262, 40.78096, -73.96255)",32,40.78097,-73.96262,40.78096,-73.96255
456,"(40.77479, -73.97557, 40.77483, -73.97558)",19,40.77479,-73.97557,40.77483,-73.97558
457,"(40.75308, -73.96679, 40.7532, -73.96673)",35,40.75308,-73.96679,40.7532,-73.96673
458,"(40.70447, -73.94273, 40.70376, -73.94261)",5,40.70447,-73.94273,40.70376,-73.94261
459,"(40.75551, -73.96806, 40.75488, -73.96852)",861,40.75551,-73.96806,40.75488,-73.96852
460,"(40.72238, -73.99731, 40.72251, -73.99759)",181,40.72238,-73.99731,40.72251,-73.99759
461,"(40.73991, -73.98968, 40.73991, -73.98969)",240,40.73991,-73.98968,40.73991,-73.98969
462,"(40.69777, -73.95777, 40.69811, -73.95784)",6,40.69777,-73.95777,40.69811,-73.95784
463,"(40.69852, -73.94132, 40.69854, -73.94114)",11,40.69852,-73.94132,40.69854,-73.94114
464,"(40.75794, -73.99322, 40.75792, -73.99318)",1,40.75794,-73.99322,40.75792,-73.99318
465,"(40.71406, -73.95351, 40.71407, -73.95434)",41,40.71406,-73.95351,40.71407,-73.95434
466,"(40.7267, -73.97188, 40.72681, -73.97186)",4,40.7267,-73.97188,40.72681,-73.97186
467,"(40.76399, -73.98238, 40.76396, -73.98231)",275,40.76399,-73.98238,40.76396,-73.98231
468,"(40.75966, -73.95821, 40.75966, -73.95821)",3,40.75966,-73.95821,40.75966,-73.95821
469,"(40.68734, -73.98996, 40.68738, -73.99005)",3,40.68734,-73.98996,40.68738,-73.99005
470,"(40.77555, -73.95349, 40.77545, -73.95356)",27,40.77555,-73.95349,40.77545,-73.95356
471,"(40.72063, -74.00858, 40.72064, -74.00853)",15,40.72063,-74.00858,40.72064,-74.00853
472,"(40.74728, -73.99728, 40.74788, -73.99871)",44,40.74728,-73.99728,40.74788,-73.99871
473,"(40.74214, -73.95109, 40.74212, -73.951)",6,40.74214,-73.95109,40.74212,-73.951
474,"(40.76945, -73.99474, 40.76955, -73.99469)",4,40.76945,-73.99474,40.76955,-73.99469
475,"(40.70175, -74.01556, 40.70167, -74.01545)",51,40.70175,-74.01556,40.70167,-74.01545
476,"(40.7291, -74.01057, 40.72909, -74.01039)",23,40.7291,-74.01057,40.72909,-74.01039
477,"(40.69965, -73.99715, 40.6997, -73.99707)",23,40.69965,-73.99715,40.6997,-73.99707
478,"(40.75677, -73.9827, 40.75615, -73.98316)",46,40.75677,-73.9827,40.75615,-73.98316
479,"(40.71043, -74.00389, 40.71042, -74.0039)",9,40.71043,-74.00389,40.71042,-74.0039
480,"(40.72215, -73.99734, 40.72168, -73.99772)",54,40.72215,-73.99734,40.72168,-73.99772
481,"(40.77163, -73.96948, 40.77159, -73.96954)",101,40.77163,-73.96948,40.77159,-73.96954
482,"(40.69117, -74.01271, 40.69114, -74.01268)",1,40.69117,-74.01271,40.69114,-74.01268
483,"(40.72543, -73.95174, 40.72543, -73.95174)",13,40.72543,-73.95174,40.72543,-73.95174
484,"(40.74935, -73.93643, 40.74938, -73.93639)",4,40.74935,-73.93643,40.74938,-73.93639
485,"(40.76416, -73.99858, 40.76425, -73.99852)",65,40.76416,-73.99858,40.76425,-73.99852
486,"(40.7203, -73.996, 40.7209, -73.99575)",41,40.7203,-73.996,40.7209,-73.99575
487,"(40.77477, -73.96858, 40.77481, -73.96854)",27,40.77477,-73.96858,40.77481,-73.96854
488,"(40.74162, -74.00487, 40.74162, -74.00487)",44,40.74162,-74.00487,40.74162,-74.00487
489,"(40.71102, -74.00424, 40.711, -74.00419)",1,40.71102,-74.00424,40.711,-74.00419
490,"(40.68302, -73.95886, 40.68375, -73.95899)",47,40.68302,-73.95886,40.68375,-73.95899
491,"(40.70024, -73.96853, 40.70027, -73.96853)",1,40.70024,-73.96853,40.70027,-73.96853
492,"(40.71746, -73.98005, 40.7175, -73.97999)",52,40.71746,-73.98005,40.7175,-73.97999
493,"(40.7739, -73.97313, 40.77393, -73.97319)",438,40.7739,-73.97313,40.77393,-73.97319
494,"(40.78062, -73.98592, 40.78061, -73.98591)",168,40.78062,-73.98592,40.78061,-73.98591
495,"(40.772, -73.96916, 40.77193, -73.9692)",101,40.772,-73.96916,40.77193,-73.9692
496,"(40.70822, -73.95736, 40.70797, -73.95748)",1,40.70822,-73.95736,40.70797,-73.95748
497,"(40.68921, -73.95727, 40.68889, -73.96004)",2,40.68921,-73.95727,40.68889,-73.96004
498,"(40.72156, -73.98431, 40.72167, -73.98468)",24,40.72156,-73.98431,40.72167,-73.98468
499,"(40.70359, -74.01441, 40.7037, -74.01439)",33,40.70359,-74.01441,40.7037,-74.01439
500,"(40.70763, -73.96738, 40.70834, -73.96725)",3,40.70763,-73.96738,40.70834,-73.96725
501,"(40.72464, -73.99422, 40.7249, -73.99494)",15,40.72464,-73.99422,40.7249,-73.99494
502,"(40.70206, -73.99182, 40.70189, -73.9916)",236,40.70206,-73.99182,40.70189,-73.9916
503,"(40.76844, -73.96157, 40.76879, -73.96131)",27,40.76844,-73.96157,40.76879,-73.96131
504,"(40.72046, -73.94395, 40.72064, -73.94362)",1,40.72046,-73.94395,40.72064,-73.94362
505,"(40.77754, -73.95098, 40.7775, -73.9509)",37,40.77754,-73.95098,40.7775,-73.9509
506,"(40.74612, -73.94559, 40.74623, -73.94556)",6,40.74612,-73.94559,40.74623,-73.94556
